"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote"
"DDD","3D Systems Corporation","8.95","$1B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ddd"
"MMM","3M Company","153.47","$94.49B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mmm"
"WBAI","500.com Limited","16.39","$686.64M","2013","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/wbai"
"WUBA","58.com Inc.","51.07","$7.11B","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/wuba"
"AHC","A.H. Belo Corporation","5.99","$129.06M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/ahc"
"ATEN","A10 Networks, Inc.","5.35","$338.85M","2014","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/aten"
"AAC","AAC Holdings, Inc.","19.37","$434.03M","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aac"
"AIR","AAR Corp.","19.3","$676.34M","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/air"
"AAN","Aaron&#39;s,  Inc.","21.06","$1.53B","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aan"
"ABB","ABB Ltd","17.6","$39B","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/abb"
"ABT","Abbott Laboratories","37.41","$55.81B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abt"
"ABBV","AbbVie Inc.","53.12","$86.84B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abbv"
"ANF","Abercrombie & Fitch Company","24.42","$1.64B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/anf"
"GCH","Aberdeen Greater China Fund, Inc.","7.53","$69.19M","1992","n/a","n/a","http://www.nasdaq.com/symbol/gch"
"JEQ","Aberdeen Japan Equity Fund, Inc. ","6.89","$94.14M","1992","n/a","n/a","http://www.nasdaq.com/symbol/jeq"
"SGF","Aberdeen Singapore Fund, Inc.","7.95","$61.2M","1990","n/a","n/a","http://www.nasdaq.com/symbol/sgf"
"ABM","ABM Industries Incorporated","28.84","$1.62B","n/a","Finance","Diversified Commercial Services","http://www.nasdaq.com/symbol/abm"
"AKR","Acadia Realty Trust","33.55","$2.32B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/akr"
"ACN","Accenture plc.","98.97","$64.42B","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/acn"
"ACCO","Acco Brands Corporation","5.97","$635.1M","n/a","Consumer Durables","Publishing","http://www.nasdaq.com/symbol/acco"
"ACW","Accuride Corporation New","0.8299","$39.8M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/acw"
"ATV","Acorn International, Inc.","6.7","$4.17M","2007","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/atv"
"ATU","Actuant Corporation","22.69","$1.34B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/atu"
"AYI","Acuity Brands Inc","184.35","$8.07B","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/ayi"
"ADX","Adams Diversified Equity Fund, Inc.","11.57","$1.08B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adx"
"PEO","Adams Natural Resources Fund, Inc.","16.19","$415.35M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/peo"
"AGRO","Adecoagro S.A.","11.65","$1.41B","2011","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/agro"
"ADPT","Adeptus Health Inc.","45.25","$939.77M","1986","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/adpt"
"ADT","ADT Corporation","27.97","$4.61B","n/a","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/adt"
"AAP","Advance Auto Parts Inc","143.94","$10.54B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/aap"
"WMS","Advanced Drainage Systems, Inc.","19.84","$1.06B","2014","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/wms"
"ASX","Advanced Semiconductor Engineering, Inc.","5.23","$8.11B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/asx"
"AAV","Advantage Oil & Gas Ltd","5.53","$944.67M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/aav"
"ATE","Advantest Corporation (Kabushiki Kaisha Advantest) ADS","8.81","$1.54B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ate"
"AVK","Advent Claymore Convertible Securities and Income Fund","12.08","$284.86M","2003","n/a","n/a","http://www.nasdaq.com/symbol/avk"
"AGC","Advent Claymore Convertible Securities and Income Fund II","4.87","$157.01M","2007","n/a","n/a","http://www.nasdaq.com/symbol/agc"
"LCM","Advent/Claymore Enhanced Growth & Income Fund","7.72","$105.02M","2005","n/a","n/a","http://www.nasdaq.com/symbol/lcm"
"ACM","AECOM","25.83","$3.91B","2007","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/acm"
"ANW","Aegean Marine Petroleum Network Inc.","7.09","$342.24M","2006","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/anw"
"AEB","Aegon NV","22.72","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeb"
"AED","Aegon NV","25.88","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aed"
"AEG","Aegon NV","5.38","$14.4B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeg"
"AEH","Aegon NV","25.44","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeh"
"AEK","Aegon NV","26.96","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aek"
"AER","Aercap Holdings N.V.","27.84","$5.5B","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aer"
"HIVE","Aerohive Networks, Inc.","4.76","$228.9M","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/hive"
"AJRD","Aerojet Rocketdyne Holdings, Inc. ","15.05","$966.21M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/ajrd"
"ARO","Aeropostale Inc","0.2","$16M","2002","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/aro"
"AET","Aetna Inc.","99.22","$34.6B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aet"
"AMG","Affiliated Managers Group, Inc.","124.75","$6.74B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amg"
"MGR","Affiliated Managers Group, Inc.","25.82","n/a","2012","Finance","Investment Managers","http://www.nasdaq.com/symbol/mgr"
"AFL","Aflac Incorporated","58.21","$24.84B","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afl"
"AFSD","Aflac Incorporated","25.7","n/a","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afsd"
"MITT","AG Mortgage Investment Trust, Inc.","11.63","$330.44M","2011","n/a","n/a","http://www.nasdaq.com/symbol/mitt"
"MITT^A","AG Mortgage Investment Trust, Inc.","22.93","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^a"
"MITT^B","AG Mortgage Investment Trust, Inc.","22.13","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^b"
"AGCO","AGCO Corporation","47.31","$4.05B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/agco"
"A","Agilent Technologies, Inc.","36.04","$11.97B","1999","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/a"
"GAS","AGL Resources, Inc.","64.51","$7.76B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/gas"
"AEM","Agnico Eagle Mines Limited","33.51","$7.3B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aem"
"ADC","Agree Realty Corporation","36.89","$696.79M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/adc"
"GRO","Agria Corporation","1.02","$56.49M","2007","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/gro"
"AGU","Agrium Inc.","86.16","$11.9B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/agu"
"AL","Air Lease Corporation","24.69","$2.51B","2011","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/al"
"APD","Air Products and Chemicals, Inc.","135.6","$29.21B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/apd"
"AYR","Aircastle Limited","15.84","$1.29B","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/ayr"
"ARG","Airgas, Inc.","140.36","$10.11B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/arg"
"AKS","AK Steel Holding Corporation","2.27","$403.72M","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/aks"
"ALP^O","Alabama Power Company","29.084","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/alp^o"
"ALG","Alamo Group, Inc.","50.66","$578.75M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/alg"
"AGI","Alamos Gold Inc.","3.93","$1.03B","2015","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/agi"
"ALK","Alaska Air Group, Inc.","64.56","$8.14B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/alk"
"AIN","Albany International Corporation","31.86","$1.02B","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/ain"
"ALB","Albemarle Corporation","51.54","$5.78B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/alb"
"ALU","Alcatel Lucent","3.36","$9.4B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alu"
"AA","Alcoa Inc.","8.12","$10.64B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/aa"
"AA^B","Alcoa Inc.","28.33","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aa^b"
"ALR","Alere Inc.","53.2","$4.59B","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/alr"
"ALR^B","Alere Inc.","386.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/alr^b"
"ALEX","Alexander & Baldwin Holdings, Inc.","29.59","$1.45B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/alex"
"ALX","Alexander&#39;s, Inc.","360","$1.84B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/alx"
"ARE","Alexandria Real Estate Equities, Inc.","76.55","$5.55B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/are"
"ARE^D","Alexandria Real Estate Equities, Inc.","27.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/are^d"
"ARE^E","Alexandria Real Estate Equities, Inc.","25.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/are^e"
"BABA","Alibaba Group Holding Limited","62.64","$156.32B","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/baba"
"Y","Alleghany Corporation","459.54","$7.16B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/y"
"ATI","Allegheny Technologies Incorporated","10.47","$1.14B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ati"
"ALLE","Allegion plc","56.27","$5.4B","2013","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/alle"
"AGN","Allergan plc.","273.8","$107.91B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agn"
"AGN^A","Allergan plc.","925.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agn^a"
"ALE","Allete, Inc.","53.45","$2.62B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ale"
"AKP","Alliance California Municipal Income Fund Inc","14.58","$124.71M","2002","n/a","n/a","http://www.nasdaq.com/symbol/akp"
"ADS","Alliance Data Systems Corporation","187.22","$11.45B","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ads"
"AFB","Alliance National Municipal Income Fund Inc","14.15","$406.63M","2002","n/a","n/a","http://www.nasdaq.com/symbol/afb"
"AOI","Alliance One International, Inc.","11.54","$111.58M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/aoi"
"AWF","Alliance World Dollar Government Fund II","10.78","$927.86M","1993","n/a","n/a","http://www.nasdaq.com/symbol/awf"
"AB","AllianceBernstein Holding L.P.","18.05","$1.76B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ab"
"ACG","ALLIANCEBERNSTEIN INCOME FUND INC","7.67","$1.86B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acg"
"LNT","Alliant Energy Corporation","67.77","$7.68B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/lnt"
"NCV","AllianzGI Convertible & Income Fund","4.88","$374.56M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncv"
"NCZ","AllianzGI Convertible & Income Fund II","4.38","$322.51M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncz"
"ACV","AllianzGI Diversified Income & Convertible Fund","15.93","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/acv"
"NIE","AllianzGI Equity & Convertible Income Fund","16.38","$453.87M","2007","n/a","n/a","http://www.nasdaq.com/symbol/nie"
"NFJ","AllianzGI NFJ Dividend, Interest & Premium Strategy Fund","11.1","$1.05B","2005","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nfj"
"AWH","Allied World Assurance Company Holdings, AG","31.13","$2.83B","2006","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/awh"
"ALSN","Allison Transmission Holdings, Inc.","23.78","$4.07B","2012","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alsn"
"ALL","Allstate Corporation (The)","63.37","$24.54B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/all"
"ALL^A","Allstate Corporation (The)","25.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^a"
"ALL^B","Allstate Corporation (The)","25.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^b"
"ALL^C","Allstate Corporation (The)","27.8063","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^c"
"ALL^D","Allstate Corporation (The)","27.5122","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^d"
"ALL^E","Allstate Corporation (The)","27.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^e"
"ALL^F","Allstate Corporation (The)","26.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^f"
"ALLY","Ally Financial Inc.","17.01","$8.19B","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ally"
"ALLY^A","Ally Financial Inc.","25.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ally^a"
"ALLY^B","Ally Financial Inc.","25.13","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ally^b"
"BSI","Alon Blue Square Israel Ltd.","3.66","$24.22M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bsi"
"ALJ","Alon USA Energy, Inc.","10.56","$749.34M","2005","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/alj"
"ALDW","Alon USA Partners, LP","17.47","$1.09B","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/aldw"
"AGD","Alpine Global Dynamic Dividend Fund","7.84","$98.81M","2006","n/a","n/a","http://www.nasdaq.com/symbol/agd"
"AWP","Alpine Global Premier Properties Fund","5.13","$440.96M","2007","n/a","n/a","http://www.nasdaq.com/symbol/awp"
"AOD","Alpine Total Dynamic Dividend Fund","6.95","$755.76M","2007","n/a","n/a","http://www.nasdaq.com/symbol/aod"
"RESI","Altisource Residential Corporation","9.74","$545.35M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/resi"
"MO","Altria Group","59.8","$117.25B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/mo"
"ACH","Aluminum Corporation of China Limited","8.01","$5.03B","2001","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/ach"
"AMBR","Amber Road, Inc.","3.92","$102.92M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ambr"
"ABEV","Ambev S.A.","4.6","$72.3B","2013","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/abev"
"AMC","AMC Entertainment Holdings, Inc.","20.27","$1.97B","2013","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/amc"
"AMFW","Amec Plc Ord","6.1","$2.37B","2014","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/amfw"
"AEE","Ameren Corporation","46.49","$11.28B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/aee"
"AMRC","Ameresco, Inc.","4.8","$223.29M","2010","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/amrc"
"AMX","America Movil, S.A.B. de C.V.","14.11","$47.11B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amx"
"AAT","American Assets Trust, Inc.","36.73","$1.67B","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aat"
"AXL","American Axle & Manufacturing Holdings, Inc.","12.36","$939.94M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/axl"
"ACC","American Campus Communities Inc","43.02","$4.83B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acc"
"AEO","American Eagle Outfitters, Inc.","13.12","$2.55B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/aeo"
"AEP","American Electric Power Company, Inc.","62.84","$30.84B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aep"
"AEL","American Equity Investment Life Holding Company","15.49","$1.26B","2003","Finance","Life Insurance","http://www.nasdaq.com/symbol/ael"
"AXP","American Express Company","53.98","$53.13B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/axp"
"AFA","American Financial Group, Inc.","26.1","n/a","2012","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afa"
"AFG","American Financial Group, Inc.","66.63","$5.82B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afg"
"AFGE","American Financial Group, Inc.","26.3","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afge"
"AFGH","American Financial Group, Inc.","25.26","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afgh"
"AFW","American Financial Group, Inc.","26.05","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afw"
"AMH","American Homes 4 Rent","14.57","$3.03B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh"
"AMH^A","American Homes 4 Rent","25.36","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh^a"
"AMH^B","American Homes 4 Rent","25.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^b"
"AMH^C","American Homes 4 Rent","25.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^c"
"AIG","American International Group, Inc.","53.37","$66.02B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/aig"
"AIG.WS","American International Group, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aig.ws"
"AMID","American Midstream Partners, LP","7.54","$239.4M","2011","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/amid"
"ARL","American Realty Investors, Inc.","4.26","$66.09M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/arl"
"ARPI","American Residential Properties, Inc.","16.45","$529.88M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/arpi"
"AWR","American States Water Company","44.16","$1.62B","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awr"
"AMT","American Tower Corporation (REIT)","88.84","$37.63B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amt"
"AMT^A","American Tower Corporation (REIT)","95.81","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amt^a"
"AMT^B","American Tower Corporation (REIT)","96.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amt^b"
"AVD","American Vanguard Corporation","11.83","$344.97M","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/avd"
"AWK","American Water Works","63.72","$11.44B","2008","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awk"
"APU","AmeriGas Partners, L.P.","39.41","$3.66B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/apu"
"AMP","AMERIPRISE FINANCIAL SERVICES, INC.","82.79","$14.41B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amp"
"ABC","AmerisourceBergen Corporation (Holding Co)","84.7","$17.42B","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/abc"
"ANFI","Amira Nature Foods Ltd","10.13","$369.82M","2012","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/anfi"
"AHS","AMN Healthcare Services Inc","23.5","$1.12B","2001","Technology","Professional Services","http://www.nasdaq.com/symbol/ahs"
"AP","Ampco-Pittsburgh Corporation","10.79","$112.65M","n/a","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/ap"
"APH","Amphenol Corporation","49.55","$15.27B","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aph"
"BETR","Amplify Snack Brands, inc.","10.83","$812.25M","2015","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/betr"
"AXR","AMREP Corporation","3.75","$30.22M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/axr"
"AME","AMTEK, Inc.","45.33","$10.78B","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/ame"
"AFSI^A","AmTrust Financial Services, Inc.","24.4235","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^a"
"AFSI^B","AmTrust Financial Services, Inc.","25.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^b"
"AFSI^C","AmTrust Financial Services, Inc.","25.6624","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^c"
"AFSI^D","AmTrust Financial Services, Inc.","25.43","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^d"
"AFSS","AmTrust Financial Services, Inc.","25.3","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afss"
"AFST","AmTrust Financial Services, Inc.","25.59","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afst"
"AEUA","Anadarko Petroleum Corporation","27.25","n/a","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/aeua"
"APC","Anadarko Petroleum Corporation","40.77","$20.72B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apc"
"AU","AngloGold Ashanti Limited","10.73","$4.35B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/au"
"BUD","Anheuser-Busch Inbev SA","118.3","$190.26B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/bud"
"AXE","Anixter International Inc.","40.64","$1.34B","n/a","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/axe"
"NLY","Annaly Capital Management Inc","9.73","$9.22B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nly"
"NLY^A","Annaly Capital Management Inc","25.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^a"
"NLY^C","Annaly Capital Management Inc","23.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^c"
"NLY^D","Annaly Capital Management Inc","23.452","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^d"
"AM","Antero Midstream Partners LP","20.45","$3.59B","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/am"
"AR","Antero Resources Corporation","27.17","$7.53B","2013","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ar"
"ANTM","Anthem, Inc.","123.38","$32.21B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/antm"
"ANTX","Anthem, Inc.","42.7399","$11.16B","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/antx"
"ANH","Anworth Mortgage Asset  Corporation","4.32","$432.45M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/anh"
"ANH^A","Anworth Mortgage Asset  Corporation","24.655","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^a"
"ANH^B","Anworth Mortgage Asset  Corporation","20.89","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^b"
"ANH^C","Anworth Mortgage Asset  Corporation","22.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^c"
"AON","Aon plc","92.87","$25.44B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/aon"
"APA","Apache Corporation","39.05","$14.76B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apa"
"AIV","Apartment Investment and Management Company","37.01","$5.79B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aiv"
"AIV^A","Apartment Investment and Management Company","25.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aiv^a"
"AIV^Z","Apartment Investment and Management Company","25.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aiv^z"
"ARI","Apollo Commercial Real Estate Finance","15.7","$1.05B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ari"
"ARI^A","Apollo Commercial Real Estate Finance","24.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ari^a"
"APO","Apollo Global Management, LLC","13.6","$5.46B","2011","Finance","Investment Managers","http://www.nasdaq.com/symbol/apo"
"AIB","Apollo Investment Corporation","25.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aib"
"AIY","Apollo Investment Corporation","25.3401","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/aiy"
"AMTG","Apollo Residential Mortgage, Inc.","10.47","$332.34M","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amtg"
"AMTG^A","Apollo Residential Mortgage, Inc.","21.93","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amtg^a"
"AFT","Apollo Senior Floating Rate Fund Inc.","14.28","$222.38M","2011","n/a","n/a","http://www.nasdaq.com/symbol/aft"
"AIF","Apollo Tactical Income Fund Inc.","13.13","$189.91M","2013","n/a","n/a","http://www.nasdaq.com/symbol/aif"
"APLE","Apple Hospitality REIT, Inc.","18.96","$3.31B","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aple"
"AIT","Applied Industrial Technologies, Inc.","38.98","$1.53B","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/ait"
"ATR","AptarGroup, Inc.","71.12","$4.44B","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/atr"
